Índice	Disciplina	Código global	Título
11370	Direito Processual Civil - CPC 2015	47.2.1.7.2	Funções Essenciais à Justiça
11371	Direito Processual Civil - CPC 2015	47.2.1.7.2.1	Ministério Público
11372	Direito Processual Civil - CPC 2015	47.2.1.7.2.2	Advocacia Pública
11373	Direito Processual Civil - CPC 2015	47.2.1.7.2.3	Advocacia Privada
11374	Direito Processual Civil - CPC 2015	47.2.1.7.2.4	Defensoria Pública
11375	Direito Processual Civil - CPC 2015	47.2.1.8	Limites da Jurisdição Nacional
11376	Direito Processual Civil - CPC 2015	47.2.1.9	Cooperação Jurídica Internacional
11377	Direito Processual Civil - CPC 2015	47.2.1.9.1	Conceito
11378	Direito Processual Civil - CPC 2015	47.2.1.9.2	Fundamentos
11379	Direito Processual Civil - CPC 2015	47.2.1.9.3	Classificação da Cooperação
11380	Direito Processual Civil - CPC 2015	47.2.1.9.3.1	Cooperação Ativa
11381	Direito Processual Civil - CPC 2015	47.2.1.9.3.2	Cooperação Passiva
11382	Direito Processual Civil - CPC 2015	47.2.1.9.4	Mecanismos de Cooperação
11383	Direito Processual Civil - CPC 2015	47.2.1.9.4.1	Auxílio Direto (ou assistência direta)
11384	Direito Processual Civil - CPC 2015	47.2.1.9.4.2	Carta Rogatória
11385	Direito Processual Civil - CPC 2015	47.2.1.9.4.3	Homologação de Sentença Estrangeira
11386	Direito Processual Civil - CPC 2015	47.2.1.9.4.3.1	Conceito de Processo
11387	Direito Processual Civil - CPC 2015	47.2.2	Conceito e Teorias do Processo
11388	Direito Processual Civil - CPC 2015	47.2.2.1	Conceito de Processo
11389	Direito Processual Civil - CPC 2015	47.2.2.2	Evolução Histórica das Teorias sobre Processo
11390	Direito Processual Civil - CPC 2015	47.2.2.2.1	Processo como Procedimento
11391	Direito Processual Civil - CPC 2015	47.2.2.2.5	Processo com Instituição
11392	Direito Processual Civil - CPC 2015	47.2.2.2.6	Processo como Procedimento em Contraditório
11393	Direito Processual Civil - CPC 2015	47.2.2.2.7	Processo como Entidade Complexa
11394	Direito Processual Civil - CPC 2015	47.2.2.3	Relação Jurídica Processual
11395	Direito Processual Civil - CPC 2015	47.2.2.3.1	Sujeitos
11396	Direito Processual Civil - CPC 2015	47.2.2.3.3	Pressupostos Processuais
11397	Direito Processual Civil - CPC 2015	47.2.2.3.4	Características
11398	Direito Processual Civil - CPC 2015	47.2.2.4	Pressupostos Processuais
11399	Direito Processual Civil - CPC 2015	47.2.2.4.1	Noções Gerais de Pressupostos Processuais
11400	Direito Processual Civil - CPC 2015	47.2.2.4.2	Pressupostos Processuais Subjetivos (juiz)
11401	Direito Processual Civil - CPC 2015	47.2.2.4.2.1	Investidura
11402	Direito Processual Civil - CPC 2015	47.2.2.4.2.2	Imparcialidade
11403	Direito Processual Civil - CPC 2015	47.2.2.4.3	Pressupostos Processuais Subjetivos (partes)
11404	Direito Processual Civil - CPC 2015	47.2.2.4.3.1	Capacidade de Ser Parte
11405	Direito Processual Civil - CPC 2015	47.2.2.4.3.2	Capacidade de Estar em Juízo
11406	Direito Processual Civil - CPC 2015	47.2.2.4.3.3	Capacidade Postulatória
11407	Direito Processual Civil - CPC 2015	47.2.2.4.4	Pressupostos Processuais Objetivos
11408	Direito Processual Civil - CPC 2015	47.2.2.4.4.1	Pressupostos Processuais Objetivos Extrínsecos
11409	Direito Processual Civil - CPC 2015	47.2.2.4.4.2	Pressupostos Processuais Objetivos Intrínsecos
11410	Direito Processual Civil - CPC 2015	47.2.2.4.4.2.1	Demanda
11411	Direito Processual Civil - CPC 2015	47.2.2.4.4.2.2	Petição Inicial Apta
11412	Direito Processual Civil - CPC 2015	47.2.2.4.4.2.3	Citação Válida
11413	Direito Processual Civil - CPC 2015	47.2.2.4.4.2.4	Regularidade Formal
11414	Direito Processual Civil - CPC 2015	47.2.2.5	Princípios Processuais
11415	Direito Processual Civil - CPC 2015	47.2.2.5.1	Devido Processo Legal
11416	Direito Processual Civil - CPC 2015	47.2.2.5.2	Contraditório
11417	Direito Processual Civil - CPC 2015	47.2.2.5.2.1	Contraditório como Forma de Evitar Surpresas
11418	Direito Processual Civil - CPC 2015	47.2.2.5.2.3	Contraditório Diferido ou Postecipado
11419	Direito Processual Civil - CPC 2015	47.2.2.5.3	Princípios Dispositivo e Inquisitivo (inquisitório)
11420	Direito Processual Civil - CPC 2015	47.2.2.5.3.1	Motivação e Fundamentação
11421	Direito Processual Civil - CPC 2015	47.2.2.5.4	Motivação das Decisões
11422	Direito Processual Civil - CPC 2015	47.2.2.5.4.1	Roteiro para Fundamentação das Decisões Judiciais
11423	Direito Processual Civil - CPC 2015	47.2.2.5.4.2	Fundamentação per Relationem
11424	Direito Processual Civil - CPC 2015	47.2.2.5.4.3	Colisão entre Normas
11425	Direito Processual Civil - CPC 2015	47.2.2.5.5	Isonomia
11426	Direito Processual Civil - CPC 2015	47.2.2.5.6	Publicidade dos Atos Processuais
11427	Direito Processual Civil - CPC 2015	47.2.2.5.7	Princípio da Economia Processual
11428	Direito Processual Civil - CPC 2015	47.2.2.5.8	Princípio da Instrumentalidade das Formas
11429	Direito Processual Civil - CPC 2015	47.2.2.5.9	Princípio da Razoável Duração do Processo
11430	Direito Processual Civil - CPC 2015	47.2.2.5.10	Princípio da Cooperação
11431	Direito Processual Civil - CPC 2015	47.2.2.5.11	Princípio da Boa-Fé e Lealdade Processual
11432	Direito Processual Civil - CPC 2015	47.2.2.5.12	Primazia no Julgamento do Mérito
11433	Direito Processual Civil - CPC 2015	47.3	Ação
11434	Direito Processual Civil - CPC 2015	47.3.1	Conceito de Ação
11435	Direito Processual Civil - CPC 2015	47.3.2	Teorias da Ação
11436	Direito Processual Civil - CPC 2015	47.3.2.1	Teoria Imanentista, Clássica ou Civilista
11437	Direito Processual Civil - CPC 2015	47.3.2.3	Teoria Concreta da Ação
11438	Direito Processual Civil - CPC 2015	47.3.2.4	Teoria Abstrata da Ação
11439	Direito Processual Civil - CPC 2015	47.3.2.5	Teoria Eclética da Ação
11440	Direito Processual Civil - CPC 2015	47.3.3	Momento de Análise da Ação
11441	Direito Processual Civil - CPC 2015	47.3.3.2	Teoria da Asserção ou da Adstrição
11442	Direito Processual Civil - CPC 2015	47.3.4	Condições da Ação
11443	Direito Processual Civil - CPC 2015	47.3.4.1	Possibilidade Jurídica do Pedido
11444	Direito Processual Civil - CPC 2015	47.3.4.2	Interesse de Agir
11445	Direito Processual Civil - CPC 2015	47.3.4.3	Legitimidade Ad Causam
11446	Direito Processual Civil - CPC 2015	47.3.5	Demanda e Relação Jurídica Substancial Deduzida
11447	Direito Processual Civil - CPC 2015	47.3.6	Elementos da Ação
11448	Direito Processual Civil - CPC 2015	47.3.6.1	Partes
11449	Direito Processual Civil - CPC 2015	47.3.6.2	Pedido
11450	Direito Processual Civil - CPC 2015	47.3.6.2.1	Certeza e Determinação do Pedido
11451	Direito Processual Civil - CPC 2015	47.3.6.2.2	Pedidos Genéricos
11452	Direito Processual Civil - CPC 2015	47.3.6.2.3	Pedido Implícito
11453	Direito Processual Civil - CPC 2015	47.3.6.2.4	Cumulação de Pedidos
11454	Direito Processual Civil - CPC 2015	47.3.6.2.4.1	Requisitos para Cumulação de Pedidos
11455	Direito Processual Civil - CPC 2015	47.3.6.2.4.2	Espécies de Cumulação de Pedidos
11456	Direito Processual Civil - CPC 2015	47.3.6.3	Causa de Pedir
11457	Direito Processual Civil - CPC 2015	47.3.6.3.1	Teoria da Individuação da Causa de Pedir
11458	Direito Processual Civil - CPC 2015	47.3.6.3.2	Teoria da Substanciação da Causa de Pedir
11459	Direito Processual Civil - CPC 2015	47.3.7	Classificação das Ações
11460	Direito Processual Civil - CPC 2015	47.3.7.1	De Acordo com a Causa de Pedir Próxima
11461	Direito Processual Civil - CPC 2015	47.3.7.1.1	Ações Reais
11462	Direito Processual Civil - CPC 2015	47.3.7.2	De Acordo com o Pedido
11463	Direito Processual Civil - CPC 2015	47.3.7.2.2	Ações Imobiliárias
11464	Direito Processual Civil - CPC 2015	47.3.7.3	De Acordo com a Espécie de Crise Jurídica e o Tipo de Tutela Jurisdicional Almejada
11465	Direito Processual Civil - CPC 2015	47.3.7.3.1	Tutela/Ação de Conhecimento
11466	Direito Processual Civil - CPC 2015	47.3.7.3.1.1	Classificação das Ações de Conhecimento
11467	Direito Processual Civil - CPC 2015	47.3.7.3.1.1.1	Ação Condenatória
11468	Direito Processual Civil - CPC 2015	47.3.7.3.1.1.2	Ação Constitutiva
11469	Direito Processual Civil - CPC 2015	47.3.7.3.1.1.3	Ação Declaratória
11470	Direito Processual Civil - CPC 2015	47.3.7.3.2	Tutela/Ação Executiva
11471	Direito Processual Civil - CPC 2015	47.3.7.3.3	Tutela/Ação Cautelar
11472	Direito Processual Civil - CPC 2015	47.3.7.4	Ação Reipersecutória
11473	Direito Processual Civil - CPC 2015	47.3.7.6	Ação Dúplice
11474	Direito Processual Civil - CPC 2015	47.4	Competência e cooperação nacional
11475	Direito Processual Civil - CPC 2015	47.4.1	Competência
11476	Direito Processual Civil - CPC 2015	47.4.1.1	Conceito, Princípios e Regras de Competência
11477	Direito Processual Civil - CPC 2015	47.4.1.1.1	Conceito de Competência
11478	Direito Processual Civil - CPC 2015	47.4.1.1.2	Normas Fundamentais
11479	Direito Processual Civil - CPC 2015	47.4.1.1.2.1	Princípio do Juiz Natural
11480	Direito Processual Civil - CPC 2015	47.4.1.1.2.2	Princípio da Indisponibilidade
11481	Direito Processual Civil - CPC 2015	47.4.1.1.2.3	Princípio da Tipicidade
11482	Direito Processual Civil - CPC 2015	47.4.1.1.2.4	Princípio da Competência Adequada
11483	Direito Processual Civil - CPC 2015	47.4.1.1.3	Regra Fundamental da competência - Kompetenzkompetenz
11484	Direito Processual Civil - CPC 2015	47.4.1.2	Classificações da Competência
11485	Direito Processual Civil - CPC 2015	47.4.1.2.2	Competência Territorial (foro) e Competência de Juízo
11486	Direito Processual Civil - CPC 2015	47.4.1.2.4	Competência Absoluta e Competência Relativa
11487	Direito Processual Civil - CPC 2015	47.4.1.2.4.1	Competência Absoluta
11488	Direito Processual Civil - CPC 2015	47.4.1.2.4.1.1	Legitimado para Arguir a Incompetência Absoluta
11489	Direito Processual Civil - CPC 2015	47.4.1.2.4.1.2	Momento de Arguição da Incompetência Absoluta
11490	Direito Processual Civil - CPC 2015	47.4.1.2.4.2	Competência Relativa
11491	Direito Processual Civil - CPC 2015	47.4.1.2.4.2.1	Legitimado para Arguir a Incompetência Relativa
11492	Direito Processual Civil - CPC 2015	47.4.1.2.4.2.2	Reconhecimento de Ofício da Incompetência Relativa
11493	Direito Processual Civil - CPC 2015	47.4.1.2.4.2.3	Momento para Alegação da Incompetência Relativa
11494	Direito Processual Civil - CPC 2015	47.4.1.2.4.4	Diferenças entre Competência Absoluta e Relativa
11495	Direito Processual Civil - CPC 2015	47.4.1.2.4.5	Identidades Procedimentais
11496	Direito Processual Civil - CPC 2015	47.4.1.2.4.5.1	Forma de Alegação da Incompetência
11497	Direito Processual Civil - CPC 2015	47.4.1.2.4.5.2	Reconhecimento da Incompetência e Atos Processuais já Praticados
11498	Direito Processual Civil - CPC 2015	47.4.1.3	Critérios Determinativos da Competência
11499	Direito Processual Civil - CPC 2015	47.4.1.3.1	Critério Objetivo
11500	Direito Processual Civil - CPC 2015	47.4.1.3.1.1	Partes (ratione personae)
11501	Direito Processual Civil - CPC 2015	47.4.1.3.1.2	Pedido (valor da causa)
11502	Direito Processual Civil - CPC 2015	47.4.1.3.1.3	Causa de Pedir (matéria)
11503	Direito Processual Civil - CPC 2015	47.4.1.3.3	Critério Territorial
11504	Direito Processual Civil - CPC 2015	47.4.1.4	Distribuição da Competência
11505	Direito Processual Civil - CPC 2015	47.4.1.4.1	1ª Etapa - Jurisdição Nacional
11506	Direito Processual Civil - CPC 2015	47.4.1.4.1.1	Limites da Jurisdição Nacional
11507	Direito Processual Civil - CPC 2015	47.4.1.4.1.1.2	Competência Internacional Concorrente e Exclusiva
11508	Direito Processual Civil - CPC 2015	47.4.1.4.1.1.3	Litispendência Internacional
11509	Direito Processual Civil - CPC 2015	47.4.1.4.2	2ª Etapa - Tribunais de Superposição ou Órgãos Jurisdicionais Atípicos
11510	Direito Processual Civil - CPC 2015	47.4.1.4.3	3ª Etapa - Justiça Competente
11511	Direito Processual Civil - CPC 2015	47.4.1.4.3.1	Competência da Justiça do Trabalho
11512	Direito Processual Civil - CPC 2015	47.4.1.4.3.2	Competência da Justiça Federal
11513	Direito Processual Civil - CPC 2015	47.4.1.4.4	4ª Etapa - Tribunal ou Primeiro Grau de Jurisdição
11514	Direito Processual Civil - CPC 2015	47.4.1.4.5	5ª Etapa - Competência Territorial (foro)
11515	Direito Processual Civil - CPC 2015	47.4.1.4.5.1	Competência de Foro na Constituição
11516	Direito Processual Civil - CPC 2015	47.4.1.4.5.2	Competência de Foro no novo CPC
11517	Direito Processual Civil - CPC 2015	47.4.1.4.6	6ª Etapa - Juízo Competente
11518	Direito Processual Civil - CPC 2015	47.4.1.5	Fixação ou Determinação da Competência
11519	Direito Processual Civil - CPC 2015	47.4.1.6	Modificação de Competência
11520	Direito Processual Civil - CPC 2015	47.4.1.6.1	Prorrogação
11521	Direito Processual Civil - CPC 2015	47.4.1.6.1.1	Conceito
11522	Direito Processual Civil - CPC 2015	47.4.1.6.1.2	Prorrogação Legal
11523	Direito Processual Civil - CPC 2015	47.4.1.6.1.2.1	Conexão e Continência
11524	Direito Processual Civil - CPC 2015	47.4.1.6.1.2.1.1	Conceito
11525	Direito Processual Civil - CPC 2015	47.4.1.6.1.2.1.3	Vantagens e Desvantagens da Reunião dos Processos
11526	Direito Processual Civil - CPC 2015	47.4.1.6.1.2.1.4	Obrigatoriedade ou Facultatividade na Reunião de Processos em Razão da Conexão
11527	Direito Processual Civil - CPC 2015	47.4.1.6.1.2.2	Ausência de Alegação de Incompetência Relativa
11528	Direito Processual Civil - CPC 2015	47.4.1.6.1.3	Prorrogações voluntárias
11529	Direito Processual Civil - CPC 2015	47.4.1.6.1.3.1	Eleição de Foro
11530	Direito Processual Civil - CPC 2015	47.4.1.6.2	Derrogação
11531	Direito Processual Civil - CPC 2015	47.4.1.7	Prevenção de Competência
11532	Direito Processual Civil - CPC 2015	47.4.1.7.1	Conceito de Prevenção
11533	Direito Processual Civil - CPC 2015	47.4.1.7.2	Princípio da Perpetuatio Jurisdictionis - Art. 43 do novo CPC
11534	Direito Processual Civil - CPC 2015	47.4.2	Conflitos de Competência
11535	Direito Processual Civil - CPC 2015	47.4.3	Cooperação nacional
11536	Direito Processual Civil - CPC 2015	47.5	Sujeitos do processo
11537	Direito Processual Civil - CPC 2015	47.5.1	Partes e dos Procuradores
11538	Direito Processual Civil - CPC 2015	47.5.1.1	Conceito e capacidade processual
11539	Direito Processual Civil - CPC 2015	47.5.1.2	Deveres Processuais das Partes e dos procuradores
11540	Direito Processual Civil - CPC 2015	47.5.1.2.1	Princípio da Boa-fé Objetiva
11541	Direito Processual Civil - CPC 2015	47.5.1.2.2	Deveres no CPC de 1973
11542	Direito Processual Civil - CPC 2015	47.5.1.2.3	Deveres no CPC de 2015
11543	Direito Processual Civil - CPC 2015	47.5.1.2.3.1	Ato Atentatório à Dignidade da Justiça (Art. 77, IV e VI, CPC/15)
11544	Direito Processual Civil - CPC 2015	47.5.1.2.3.2	Demais Deveres do Art. 77 do CPC/15
11545	Direito Processual Civil - CPC 2015	47.5.1.2.3.3	Litigância de Má-Fé
11546	Direito Processual Civil - CPC 2015	47.5.2	Despesas Processuais
11547	Direito Processual Civil - CPC 2015	47.5.2.1	Conceito
11548	Direito Processual Civil - CPC 2015	47.5.2.2	Custas Stricto Sensu, Taxa e Emolumentos
11549	Direito Processual Civil - CPC 2015	47.5.2.3	Ressarcimento de Despesas com a Utilização de Serviços Estranhos ao Poder Judiciário
11550	Direito Processual Civil - CPC 2015	47.5.2.4	Remuneração dos Sujeitos Auxiliares e Secundários do Processo
11551	Direito Processual Civil - CPC 2015	47.5.2.5	Multas
11552	Direito Processual Civil - CPC 2015	47.5.2.6	Honorários de Sucumbência
11553	Direito Processual Civil - CPC 2015	47.5.2.7	Como e quem Paga as Despesas Processuais
11554	Direito Processual Civil - CPC 2015	47.5.2.7.5	Art. 90, CPC
11555	Direito Processual Civil - CPC 2015	47.5.2.7.6	Art. 91, CPC
11556	Direito Processual Civil - CPC 2015	47.5.2.7.10	Art. 95, CPC
11557	Direito Processual Civil - CPC 2015	47.5.3	Honorários Advocatícios
11558	Direito Processual Civil - CPC 2015	47.5.3.1	Conceito
11559	Direito Processual Civil - CPC 2015	47.5.3.2	Sucumbência e Causalidade
11560	Direito Processual Civil - CPC 2015	47.5.3.3	Titularidade dos Honorários Sucumbenciais
11561	Direito Processual Civil - CPC 2015	47.5.3.3.2	Recebimento de Honorários pela Defensoria Pública
11562	Direito Processual Civil - CPC 2015	47.5.3.4	Princípio da Sucumbência
11563	Direito Processual Civil - CPC 2015	47.5.3.5	Cabimento de Condenação em Honorários
11564	Direito Processual Civil - CPC 2015	47.5.3.5.1	Reconvenção
11565	Direito Processual Civil - CPC 2015	47.5.3.5.2	Cumprimento de Sentença
11566	Direito Processual Civil - CPC 2015	47.5.3.5.3	Processo de Execução
11567	Direito Processual Civil - CPC 2015	47.5.3.5.4	Recursos
11568	Direito Processual Civil - CPC 2015	47.5.3.6	Valor dos Honorários Sucumbenciais
11569	Direito Processual Civil - CPC 2015	47.5.3.7	Condenação da Fazenda Pública ao Pagamento de Honorários
11570	Direito Processual Civil - CPC 2015	47.5.3.7.1	Tratamento Diferenciado - Precatórios e RPV
